job_id,user_id,printer_id,print_time,page_count,duplex,color,paper_size,document_type,cost
JOB0132,USR124,PRN015,"2024-03-21 07:01:58",216,0,0,A4,report,15.27
JOB0133,USR019,PRN005,"2024-03-21 07:30:13",250,0,1,Letter,memo,18.3
JOB0134,USR315,PRN022,"2024-03-21 10:04:26",195,0,0,A4,report,4.85
JOB0135,USR221,PRN013,"2024-03-21 11:49:58",263,1,0,A4,report,1.93
JOB0136,USR062,PRN008,"2024-03-21 12:17:02",288,0,0,A4,contract,11
JOB0137,USR031,PRN020,"2024-03-21 14:14:17",391,0,0,Letter,brochure,5.15
JOB0138,USR114,PRN025,"2024-03-21 14:14:42",290,0,1,Letter,brochure,19.22
JOB0139,USR047,PRN019,"2024-03-21 18:35:32",242,0,0,Letter,contract,5.14
JOB0140,USR214,PRN018,"2024-03-22 05:23:56",101,0,1,A4,brochure,12.88
JOB0141,USR203,PRN005,"2024-03-22 14:42:23",339,1,1,A4,memo,16.64
JOB0142,USR042,PRN004,"2024-03-22 15:47:45",36,0,1,A3,report,4.51
JOB0143,USR019,PRN015,"2024-03-22 17:30:42",310,1,0,Letter,brochure,17
JOB0144,USR146,PRN021,"2024-03-23 00:21:56",50,1,1,Letter,blueprint,0.77
JOB0145,USR266,PRN005,"2024-03-23 04:28:46",155,0,1,A3,invoice,17.9
JOB0146,USR127,PRN004,"2024-03-23 06:16:06",232,0,1,Letter,report,15.98
JOB0147,USR012,PRN023,"2024-03-23 08:09:21",400,1,1,Letter,report,11.91
JOB0148,USR054,PRN023,"2024-03-23 08:29:32",203,0,0,A3,brochure,16.52
JOB0149,USR033,PRN002,"2024-03-23 15:58:48",134,1,0,A3,blueprint,7.98
JOB0150,USR141,PRN024,"2024-03-23 20:33:14",162,1,0,Letter,blueprint,18.23
JOB0151,USR144,PRN011,"2024-03-24 00:59:19",85,1,0,A3,technical_spec,5.63
JOB0152,USR055,PRN004,"2024-03-24 01:08:12",12,0,1,A4,brochure,17.12
JOB0153,USR171,PRN012,"2024-03-24 01:31:48",295,1,0,Letter,blueprint,7.53
JOB0154,USR282,PRN017,"2024-03-24 06:30:57",32,1,1,A4,contract,5.66
JOB0155,USR242,PRN017,"2024-03-24 08:45:20",9,1,0,Letter,invoice,16.39
JOB0156,USR328,PRN018,"2024-03-24 11:13:30",132,1,0,A4,memo,2.12
JOB0157,USR316,PRN017,"2024-03-24 19:36:10",394,0,0,A4,blueprint,11.97
JOB0158,USR024,PRN017,"2024-03-25 00:13:30",57,1,1,Letter,invoice,6.21
JOB0159,USR149,PRN016,"2024-03-25 02:38:58",132,1,0,Letter,report,4.13
JOB0160,USR219,PRN022,"2024-03-25 03:56:07",312,0,0,A4,invoice,3.3
JOB0161,USR269,PRN009,"2024-03-25 05:54:29",387,0,1,Letter,technical_spec,17.92
JOB0162,USR221,PRN003,"2024-03-25 12:03:55",369,1,0,A3,contract,16.35
JOB0163,USR194,PRN013,"2024-03-25 12:38:33",69,1,0,Letter,brochure,12.16
JOB0164,USR313,PRN001,"2024-03-25 15:25:10",315,1,1,Letter,technical_spec,6.58
JOB0165,USR037,PRN008,"2024-03-25 16:06:53",94,0,1,A3,brochure,8.77
JOB0166,USR201,PRN019,"2024-03-25 16:15:37",240,1,0,Letter,report,9.02
JOB0167,USR132,PRN013,"2024-03-25 19:11:48",221,1,1,A3,invoice,10.82
JOB0168,USR193,PRN013,"2024-03-25 21:32:25",312,0,0,A3,invoice,19.79
JOB0169,USR223,PRN001,"2024-03-26 05:01:04",49,0,0,A4,memo,5.75
JOB0170,USR008,PRN012,"2024-03-26 07:20:00",365,0,1,Letter,memo,2.55
JOB0171,USR228,PRN017,"2024-03-26 09:48:12",359,0,0,Letter,memo,13.84
JOB0172,USR231,PRN008,"2024-03-26 12:20:05",332,1,1,A4,contract,15.24
JOB0173,USR163,PRN019,"2024-03-26 17:27:21",217,1,0,A3,contract,19.41
JOB0174,USR069,PRN004,"2024-03-26 18:45:38",233,1,0,Letter,contract,11.49
JOB0175,USR076,PRN008,"2024-03-26 22:15:55",261,1,1,A3,brochure,6.37
JOB0176,USR060,PRN005,"2024-03-27 11:01:24",20,0,0,A4,technical_spec,6.66
JOB0177,USR087,PRN004,"2024-03-27 11:53:35",261,1,1,A3,blueprint,3.38
JOB0178,USR209,PRN017,"2024-03-27 12:47:08",350,0,1,A3,invoice,18.32
JOB0179,USR211,PRN006,"2024-03-27 14:01:45",389,1,1,A4,invoice,10.84
JOB0180,USR258,PRN012,"2024-03-27 18:42:36",391,0,1,A3,memo,11.25
JOB0181,USR133,PRN019,"2024-03-27 20:23:51",6,0,0,A4,blueprint,12.55
JOB0182,USR210,PRN010,"2024-03-27 21:39:09",273,0,1,A4,memo,4.54
JOB0183,USR208,PRN012,"2024-03-27 23:23:24",106,1,1,Letter,brochure,2.02
JOB0184,USR039,PRN022,"2024-03-27 23:24:28",63,0,1,Letter,technical_spec,2.88
JOB0185,USR297,PRN021,"2024-03-28 00:15:26",356,0,1,A4,blueprint,7.39
JOB0186,USR313,PRN021,"2024-03-28 01:55:32",150,0,0,Letter,invoice,11.95
JOB0187,USR172,PRN008,"2024-03-28 07:02:25",260,0,1,Letter,report,17.13
JOB0188,USR104,PRN017,"2024-03-28 07:42:09",284,1,1,A3,technical_spec,12.39
JOB0189,USR256,PRN005,"2024-03-28 08:30:40",103,1,1,Letter,blueprint,15.6
JOB0190,USR171,PRN022,"2024-03-28 10:02:33",141,0,0,A3,memo,18.32
JOB0191,USR111,PRN024,"2024-03-28 10:41:42",235,1,0,A4,invoice,10.86
JOB0192,USR177,PRN009,"2024-03-28 11:14:20",389,0,1,A4,brochure,19.36
JOB0193,USR261,PRN002,"2024-03-28 11:29:15",381,1,0,Letter,invoice,17.54
JOB0194,USR323,PRN016,"2024-03-28 14:40:50",314,0,0,A4,invoice,4.57
JOB0195,USR113,PRN010,"2024-03-28 16:16:25",226,1,1,A4,brochure,9.75
JOB0196,USR314,PRN008,"2024-03-28 22:01:20",149,0,1,Letter,report,18.75
JOB0197,USR067,PRN006,"2024-03-29 05:21:06",100,0,1,Letter,brochure,7.83
JOB0198,USR051,PRN005,"2024-03-29 08:32:35",353,1,1,Letter,invoice,2.08
JOB0199,USR128,PRN003,"2024-03-29 09:03:25",127,0,0,A3,invoice,4.8
JOB0200,USR331,PRN009,"2024-03-29 12:29:35",26,0,1,Letter,report,13.09
JOB0201,USR306,PRN016,"2024-03-29 13:22:34",349,0,0,A3,brochure,7.61
JOB0202,USR135,PRN018,"2024-03-29 16:02:32",42,1,0,A3,brochure,11.33
JOB0203,USR295,PRN012,"2024-03-30 07:24:21",369,0,1,A4,technical_spec,13.86
JOB0204,USR185,PRN016,"2024-03-30 08:10:19",367,0,1,A3,technical_spec,5.76
JOB0205,USR116,PRN025,"2024-03-30 12:43:49",371,1,0,Letter,brochure,8.31
JOB0206,USR194,PRN003,"2024-03-30 14:39:40",178,1,0,A4,memo,14.68
JOB0207,USR214,PRN018,"2024-03-30 16:11:50",360,0,0,A4,memo,5.99
JOB0208,USR106,PRN014,"2024-03-31 12:31:03",11,0,1,A4,report,3.16
JOB0209,USR297,PRN011,"2024-03-31 14:11:21",338,0,0,A3,memo,19.6
JOB0210,USR304,PRN005,"2024-04-01 08:49:46",257,1,1,A4,invoice,7.54
JOB0211,USR329,PRN025,"2024-04-01 10:48:35",370,1,0,A4,contract,7.54
JOB0212,USR186,PRN009,"2024-04-01 15:56:03",247,0,0,A3,technical_spec,9.55
JOB0213,USR052,PRN016,"2024-04-01 19:49:21",186,0,0,A3,invoice,14.93
JOB0214,USR105,PRN024,"2024-04-02 05:09:23",254,1,0,Letter,technical_spec,15.02
JOB0215,USR049,PRN022,"2024-04-02 05:58:03",122,0,1,A4,technical_spec,15.8
JOB0216,USR320,PRN018,"2024-04-02 10:25:49",139,1,1,A3,contract,11.15
JOB0217,USR073,PRN020,"2024-04-02 12:18:18",133,1,1,Letter,report,8.19
JOB0218,USR215,PRN014,"2024-04-02 14:00:09",56,1,1,A4,contract,1.04
JOB0219,USR059,PRN001,"2024-04-02 16:03:56",49,1,1,Letter,technical_spec,11.75
JOB0220,USR330,PRN018,"2024-04-02 16:41:39",361,0,0,A3,blueprint,9.91
JOB0221,USR087,PRN004,"2024-04-02 20:49:27",303,0,1,Letter,blueprint,7.69
JOB0222,USR317,PRN001,"2024-04-02 22:25:59",256,0,0,A3,technical_spec,18.99
JOB0223,USR215,PRN024,"2024-04-02 23:20:04",6,1,1,Letter,invoice,12.4
JOB0224,USR251,PRN017,"2024-04-03 00:30:19",376,1,1,Letter,report,8.93
JOB0225,USR192,PRN025,"2024-04-03 04:10:36",203,1,1,A3,contract,12.67
JOB0226,USR171,PRN022,"2024-04-03 06:32:56",339,1,0,A3,brochure,8.34
JOB0227,USR172,PRN018,"2024-04-03 06:41:56",374,1,0,A4,technical_spec,11.8
JOB0228,USR230,PRN009,"2024-04-03 08:29:24",255,0,1,A3,invoice,13.77
JOB0229,USR271,PRN001,"2024-04-03 15:18:20",255,1,1,A4,memo,12.94
JOB0230,USR244,PRN002,"2024-04-03 15:30:42",219,0,0,A3,brochure,3.07
JOB0231,USR199,PRN014,"2024-04-03 16:59:53",241,0,0,Letter,technical_spec,1.71
JOB0232,USR325,PRN020,"2024-04-04 01:33:31",322,0,0,A4,blueprint,2.41
JOB0233,USR287,PRN019,"2024-04-04 01:38:48",399,1,0,A3,technical_spec,5.24
JOB0234,USR024,PRN017,"2024-04-04 07:29:22",304,0,1,Letter,technical_spec,18.25
JOB0235,USR191,PRN016,"2024-04-04 08:18:39",357,0,0,A3,invoice,5.02
JOB0236,USR300,PRN012,"2024-04-04 08:38:56",239,1,1,Letter,invoice,6.94
JOB0237,USR306,PRN016,"2024-04-04 14:34:39",94,0,1,A4,blueprint,17.76
JOB0238,USR285,PRN017,"2024-04-04 14:46:55",36,1,1,Letter,contract,1.8
JOB0239,USR111,PRN014,"2024-04-05 03:03:04",6,0,1,A3,brochure,7.19
JOB0240,USR272,PRN012,"2024-04-05 06:13:01",5,0,1,A4,memo,13.18
JOB0241,USR013,PRN024,"2024-04-05 11:19:10",227,1,1,A3,blueprint,2.05
JOB0242,USR174,PRN007,"2024-04-05 12:14:46",253,0,0,Letter,contract,6.56
JOB0243,USR272,PRN002,"2024-04-05 12:23:11",46,0,1,A3,brochure,18.03
JOB0244,USR187,PRN020,"2024-04-05 13:26:49",313,0,0,A3,invoice,6.6
JOB0245,USR166,PRN007,"2024-04-05 17:35:34",46,0,0,A3,contract,19.26
JOB0246,USR180,PRN022,"2024-04-05 18:35:55",128,1,1,A3,invoice,1.7
JOB0247,USR240,PRN011,"2024-04-05 23:46:32",182,0,1,A4,report,11.31
JOB0248,USR318,PRN011,"2024-04-06 02:01:47",221,0,1,A4,brochure,5.05
JOB0249,USR036,PRN004,"2024-04-06 04:08:10",357,1,1,Letter,contract,19.27
JOB0250,USR233,PRN007,"2024-04-06 06:08:14",332,1,0,A3,report,4.61
JOB0251,USR135,PRN008,"2024-04-06 10:37:00",169,0,1,A3,invoice,7.52
JOB0252,USR285,PRN007,"2024-04-06 13:23:01",40,0,1,Letter,brochure,0.53
JOB0253,USR029,PRN010,"2024-04-06 14:55:35",365,1,0,Letter,brochure,15.21
JOB0254,USR219,PRN002,"2024-04-06 15:30:05",235,0,0,A4,technical_spec,14.79
JOB0255,USR138,PRN010,"2024-04-06 18:01:30",76,0,1,A4,blueprint,4.61
JOB0256,USR183,PRN014,"2024-04-06 19:10:55",5,1,1,Letter,contract,2.63
JOB0257,USR296,PRN016,"2024-04-06 19:22:26",126,1,1,Letter,report,5.33
JOB0258,USR022,PRN016,"2024-04-06 19:41:40",223,1,1,A3,brochure,5.71
JOB0259,USR238,PRN024,"2024-04-06 20:29:14",247,0,0,A4,invoice,2.63
JOB0260,USR303,PRN003,"2024-04-06 21:21:11",36,1,1,A3,contract,7.62
JOB0261,USR003,PRN021,"2024-04-07 06:09:53",253,1,0,Letter,brochure,3.62
JOB0262,USR329,PRN015,"2024-04-07 07:53:41",281,1,1,Letter,blueprint,13.35
JOB0263,USR144,PRN021,"2024-04-07 10:17:09",3,0,1,Letter,memo,1.27
JOB0264,USR199,PRN014,"2024-04-07 11:46:19",352,0,0,Letter,blueprint,7.28
JOB0265,USR056,PRN003,"2024-04-07 13:55:55",263,0,1,A3,invoice,16.22
JOB0266,USR065,PRN020,"2024-04-07 14:37:32",80,0,1,Letter,technical_spec,15.48
JOB0267,USR130,PRN005,"2024-04-07 15:55:16",255,1,1,A4,report,4.22
JOB0268,USR157,PRN011,"2024-04-07 17:22:22",397,1,1,A3,brochure,0.53
JOB0269,USR186,PRN019,"2024-04-07 19:08:43",325,1,1,Letter,brochure,2.9
JOB0270,USR110,PRN012,"2024-04-07 19:10:09",173,1,1,Letter,report,6.59
JOB0271,USR003,PRN021,"2024-04-08 08:25:24",271,0,1,Letter,blueprint,14.21
JOB0272,USR136,PRN025,"2024-04-08 11:12:10",44,0,1,A3,invoice,12
JOB0273,USR165,PRN015,"2024-04-08 11:31:26",398,0,1,A4,technical_spec,12.84
JOB0274,USR080,PRN016,"2024-04-08 16:29:48",25,0,0,A3,invoice,4.44
JOB0275,USR138,PRN020,"2024-04-09 08:19:07",143,1,1,A4,invoice,11.02
JOB0276,USR235,PRN020,"2024-04-09 09:34:09",268,1,1,A3,technical_spec,1.48
JOB0277,USR019,PRN005,"2024-04-09 14:16:46",169,0,0,A4,memo,4.85
JOB0278,USR312,PRN019,"2024-04-09 22:40:45",153,1,1,A3,invoice,19.56
JOB0279,USR151,PRN020,"2024-04-09 23:36:26",248,0,1,Letter,report,14.77
JOB0280,USR287,PRN009,"2024-04-09 23:51:03",185,1,0,A4,blueprint,9.52
JOB0281,USR127,PRN024,"2024-04-10 07:05:41",265,0,1,A4,technical_spec,0.52
JOB0282,USR255,PRN018,"2024-04-10 10:50:25",213,0,0,Letter,blueprint,4.55
JOB0283,USR308,PRN013,"2024-04-11 01:21:21",363,0,0,Letter,report,16.28
JOB0284,USR209,PRN007,"2024-04-11 05:23:42",356,1,0,A3,brochure,12.78
JOB0285,USR297,PRN011,"2024-04-11 10:05:25",311,1,1,A3,technical_spec,1.53
JOB0286,USR065,PRN020,"2024-04-11 18:44:53",110,0,0,Letter,blueprint,7.55
JOB0287,USR038,PRN006,"2024-04-11 21:43:51",75,1,0,Letter,technical_spec,14.98
JOB0288,USR244,PRN002,"2024-04-11 21:52:33",70,0,1,A3,report,4.56
JOB0289,USR190,PRN024,"2024-04-11 22:56:43",9,0,0,A4,brochure,1.75
JOB0290,USR020,PRN015,"2024-04-11 23:32:12",200,0,0,A3,report,10.19
JOB0291,USR093,PRN019,"2024-04-12 01:58:21",6,0,1,A3,contract,11.73
JOB0292,USR279,PRN006,"2024-04-12 02:51:59",379,0,1,A3,report,17.59
JOB0293,USR008,PRN022,"2024-04-12 03:48:22",359,1,0,Letter,brochure,9.74
JOB0294,USR158,PRN013,"2024-04-12 04:04:22",118,0,1,A4,invoice,9.01
JOB0295,USR153,PRN016,"2024-04-12 06:10:47",247,0,0,A4,memo,12.47
JOB0296,USR236,PRN006,"2024-04-12 07:17:29",43,1,1,A3,memo,14.9
JOB0297,USR257,PRN009,"2024-04-12 10:59:55",59,0,0,A3,report,10.56
JOB0298,USR160,PRN020,"2024-04-12 14:59:28",242,0,0,A3,report,10.96
JOB0299,USR237,PRN016,"2024-04-12 15:16:58",67,0,0,A4,report,7.34
JOB0300,USR110,PRN022,"2024-04-12 15:26:12",131,0,1,Letter,contract,5.67
JOB0301,USR157,PRN011,"2024-04-12 18:53:23",242,1,0,A3,technical_spec,12.03
